Total_Trades,Winning_Trades,Losing_Trades,Win_Rate,Profit_Factor,Average_Win,Average_Loss,Largest_Win,Largest_Loss,Average_Trade_Duration,Total_Net_Profit,Max_Drawdown,Sharpe_Ratio,Sortino_Ratio,Expectancy,Ticker,Timeframe
27,7,20,0.25925925925925924,0.35970873786407404,5.2928571428571365,-5.150000000000046,15.600000000000136,-27.450000000000045,1.0,-382.5276000000009,-0.38252760000000124,-0.9127553379348531,-0.13025868460557907,-2.442592592592628,BHARTIARTL,5min
18,7,11,0.3888888888888889,0.2531276063386098,8.671428571428416,-21.8000000000001,39.899999999999636,-56.19999999999982,1.0,-1035.3617000000022,-1.048103700000007,-0.9347054161119397,-0.12235996804871191,-9.950000000000122,BRITANNIA,5min
25,8,17,0.32,0.28667113194908883,2.6749999999999545,-4.391176470588268,6.5499999999999545,-18.59999999999991,1.0,-317.0368500000009,-0.31703685000000403,-1.0251531737403876,-0.1407475508455936,-2.1300000000000363,CIPLA,5min
22,5,17,0.22727272727272727,0.07067137809187234,0.2,-0.832352941176476,0.30000000000001137,-2.3000000000000114,1.0,-100.47225000000009,-0.10047225000000617,-1.3952692508188416,-0.26964415392561153,-0.5977272727272769,COALINDIA,5min
36,9,27,0.25,0.24045407636739266,7.766666666666778,-10.76666666666666,27.800000000000182,-34.899999999999636,1.0,-1499.2662999999989,-1.4992663000000028,-1.380773178282512,-0.2625694271524159,-6.133333333333301,DIVISLAB,5min
27,10,17,0.37037037037037035,0.23691722169362414,1.2450000000000045,-3.0911764705882594,4.849999999999909,-9.850000000000136,1.0,-266.28850000000034,-0.2662884999999951,-1.1785490639940117,-0.18327025838851055,-1.4851851851851987,DRREDDY,5min
36,8,28,0.2222222222222222,0.09928925263837915,5.762499999999932,-16.582142857142863,24.949999999999818,-105.60000000000036,1.0,-1419.0896000000007,-1.4190896000000066,-0.9506528411448514,-0.12237508143760169,-11.616666666666687,EICHERMOT,5min
34,12,22,0.35294117647058826,0.3287407882089091,4.274999999999977,-7.093181818181744,17.90000000000009,-24.800000000000182,1.0,-675.4327499999986,-0.6754327499999927,-1.138964777614404,-0.17953318505960825,-3.080882352941136,GRASIM,5min
21,1,20,0.047619047619047616,0.01634472511144318,1.1000000000001364,-3.3650000000000317,1.1000000000001364,-9.600000000000136,1.0,-368.8039500000005,-0.3688039500000013,-1.329567330163442,-0.24573129698886786,-3.1523809523809763,HCLTECH,5min
13,2,11,0.15384615384615385,0.44482173174873746,6.550000000000068,-2.67727272727269,9.200000000000045,-9.149999999999864,1.0,-200.29334999999946,-0.20029334999999265,-0.9174797424654703,-0.13599221094653707,-1.2576923076922657,HDFCBANK,5min
22,6,16,0.2727272727272727,0.07590361445783352,0.5250000000000151,-2.59375,0.7999999999999545,-15.899999999999977,1.0,-164.6312499999999,-0.1646312500000058,-0.8737542103603404,-0.10529245193892048,-1.743181818181814,HDFCLIFE,5min
30,10,20,0.3333333333333333,0.26479577660460824,4.764999999999873,-8.9974999999999,18.75,-31.300000000000182,1.0,-1173.2407499999995,-1.1732407499999973,-1.3695967109261857,-0.25688998437157673,-4.409999999999976,HEROMOTOCO,5min
40,10,30,0.25,0.10062333036508847,0.564999999999975,-1.8716666666666772,1.3500000000000227,-9.950000000000045,1.0,-219.4081000000006,-0.21940810000000058,-1.2065346615312924,-0.18592321875580262,-1.2625000000000142,HINDALCO,5min
25,3,22,0.12,0.0338363054412418,1.2333333333332728,-4.970454545454583,1.75,-12.300000000000182,1.0,-493.719650000001,-0.49371964999999907,-1.17564836168717,-0.1831959623136613,-4.22600000000004,HINDUNILVR,5min
19,5,14,0.2631578947368421,0.08788093550673001,1.2399999999999636,-5.039285714285727,3.0,-20.65000000000009,1.0,-256.0955500000004,-0.2560955499999982,-0.8348787949542419,-0.09314525481860672,-3.386842105263177,ICICIBANK,5min
23,7,16,0.30434782608695654,0.17611940298506995,0.42142857142856166,-1.0468750000000036,0.75,-3.6000000000000227,1.0,-75.38195000000013,-0.07538194999999542,-1.0512999059393868,-0.14160231750839095,-0.6000000000000054,ITC,5min
39,12,27,0.3076923076923077,0.17614964925953833,0.941666666666625,-2.37592592592595,2.6499999999998636,-7.7999999999999545,1.0,-302.3424500000011,-0.30234244999999643,-1.3293754564283065,-0.23180205552658567,-1.355128205128235,INDUSINDBK,5min
20,7,13,0.35,0.22894736842105,1.8642857142857079,-4.38461538461542,7.4500000000000455,-9.550000000000182,1.0,-310.1854500000005,-0.3101854500000045,-1.1299725071114333,-0.18009007672414534,-2.197500000000025,INFY,5min
