Trade_ID,Entry_Date,Exit_Date,Position,Entry_Price,Exit_Price,P/L,Net_P/L,Duration,Exit_Reason,Entry_Candle_Open,Entry_Candle_Close,Exit_Candle_Open,Exit_Candle_Close,EMA_3_Entry,EMA_30_Entry,SMI_K_Entry,SMI_D_Entry,Supertrend_Entry
2,2024-05-24 14:30:00+0530,2024-05-24 15:00:00+0530,Short,1300.45,1297.2,3.25,1.9527999999999999,30 min,ST_Stop,1300.45,1297.2,1297.2,1294.8,1300.035289355149,1304.160590902503,31.910477746182075,63.56751682022554,1292.37
10,2024-07-09 10:00:00+0530,2024-07-09 10:30:00+0530,Short,1430.1,1434.95,-4.850000000000136,-6.284950000000137,30 min,ST_Stop,1430.1,1434.95,1434.95,1430.0,1434.50930380818,1436.6990208120762,-32.47982967569403,-34.898832819262324,1422.115
15,2024-07-26 12:30:00+0530,2024-07-26 13:00:00+0530,Long,1528.15,1537.45,9.299999999999955,7.762549999999955,30 min,ST_Stop,1528.15,1537.45,1537.45,1527.7,1528.8637327278147,1519.623459959799,51.2140557167468,51.38591227768096,1553.725
18,2024-08-06 12:30:00+0530,2024-08-06 13:00:00+0530,Short,1480.9,1479.55,1.3500000000001364,-0.1295499999998635,30 min,ST_Stop,1480.9,1479.55,1479.55,1488.0,1482.2198328347615,1486.5209360918582,-22.27376270164952,-45.794816496667174,1457.885
20,2024-08-06 15:30:00+0530,2024-08-07 09:30:00+0530,Short,1482.05,1500.8,-18.75,-20.250799999999998,30 min,ST_Stop,1482.05,1481.7,1500.8,1502.45,1483.2471848880432,1486.4354517803833,-10.451688778653946,-30.780245856071453,1457.885
30,2024-09-03 12:00:00+0530,2024-09-03 12:30:00+0530,Long,1653.0,1657.25,4.25,2.5927499999999997,30 min,ST_Stop,1653.0,1657.25,1657.25,1655.6,1653.3832991589306,1647.959514561834,25.31463509686024,27.13108789832847,1658.6750000000002
32,2024-09-10 15:30:00+0530,2024-09-11 09:30:00+0530,Short,1598.65,1612.0,-13.349999999999909,-14.961999999999911,30 min,ST_Stop,1598.65,1610.65,1612.0,1602.9,1606.584542350289,1605.7856556904421,-30.665418025866924,-49.412117061117776,1582.1399999999999
34,2024-09-11 15:30:00+0530,2024-09-12 09:30:00+0530,Short,1602.05,1619.9,-17.850000000000136,-19.469900000000138,30 min,ST_Stop,1602.05,1602.45,1619.9,1625.5,1605.510117741986,1610.2225741893164,15.569555619279896,-5.95723589065479,1597.5849999999998
37,2024-09-23 12:00:00+0530,2024-09-23 12:30:00+0530,Short,1607.0,1603.95,3.0499999999999545,1.4460499999999543,30 min,ST_Stop,1607.0,1603.95,1603.95,1601.45,1607.2926358785846,1612.4435191182863,-0.9835974485066651,-24.446914294244756,1586.715
43,2024-10-04 10:30:00+0530,2024-10-04 11:00:00+0530,Long,1621.6,1622.5,0.900000000000091,-0.7224999999999091,30 min,ST_Stop,1621.6,1622.7,1622.5,1631.75,1617.4862745289493,1611.335782790659,17.106585058204235,5.293896524096029,1634.01
50,2024-10-18 12:30:00+0530,2024-10-18 13:00:00+0530,Long,1685.0,1691.15,6.150000000000091,4.458850000000091,30 min,ST_Stop,1685.0,1691.35,1691.15,1692.0,1686.1084924357763,1679.6621187389264,15.87901459036484,15.297574635958643,1712.225
52,2024-11-05 14:00:00+0530,2024-11-05 14:30:00+0530,Short,1629.95,1626.05,3.900000000000091,2.2739500000000907,30 min,ST_Stop,1629.95,1626.05,1626.05,1630.15,1629.512265372947,1634.935832477221,-30.075130337656095,-41.240080297194,1614.9950000000001
62,2024-12-13 11:30:00+0530,2024-12-13 12:00:00+0530,Short,1767.2,1768.55,-1.349999999999909,-3.1185499999999093,30 min,SMI_Exit,1767.2,1768.55,1768.55,1789.0,1770.8409200873898,1777.1974865344155,-1.987740287371208,1.2729608689551186,1794.7849999999999
64,2024-12-18 11:00:00+0530,2024-12-18 11:30:00+0530,Long,1783.85,1779.0,-4.849999999999909,-6.628999999999909,30 min,ST_Stop,1783.85,1779.0,1779.0,1783.35,1778.8704639815014,1775.3774517835714,-36.06009171477848,-33.70560747275398,1786.42
