Trade_ID,Entry_Date,Exit_Date,Position,Entry_Price,Exit_Price,P/L,Net_P/L,Duration,Exit_Reason,Entry_Candle_Open,Entry_Candle_Close,Exit_Candle_Open,Exit_Candle_Close,EMA_3_Entry,EMA_30_Entry,SMI_K_Entry,SMI_D_Entry,Supertrend_Entry
7,2024-05-03 12:40:00+0530,2024-05-03 12:45:00+0530,Long,451.2,450.95,-0.25,-0.70095,5 min,ST_Stop,451.2,451.05,450.95,451.45,450.4381644270086,448.83426307434684,34.162091870901165,42.588987619306444,452.14000000000004
29,2024-06-07 09:55:00+0530,2024-06-07 10:00:00+0530,Short,454.45,454.15,0.30000000000001137,-0.15414999999998863,5 min,ST_Stop,454.45,454.25,454.15,455.95,454.84930570679944,456.1270809060597,33.73772103346752,22.943259812009977,453.2
33,2024-06-11 09:45:00+0530,2024-06-11 09:50:00+0530,Short,461.05,463.35,-2.3000000000000114,-2.7633500000000115,5 min,ST_Stop,461.05,463.35,463.35,464.15,462.86851436258746,463.39504938727015,-18.024185842963043,-34.921562911925015,460.71
38,2024-06-21 09:20:00+0530,2024-06-21 09:25:00+0530,Short,465.1,465.6,-0.5,-0.9656,5 min,ST_Stop,465.1,465.75,465.6,468.65,466.0823148868099,467.4015832192159,-44.2717241265405,-24.30359545225601,468.55499999999995
44,2024-07-09 10:45:00+0530,2024-07-09 10:50:00+0530,Long,478.85,479.05,0.19999999999998863,-0.2790500000000114,5 min,ST_Stop,478.85,479.25,479.05,479.5,478.7306814465561,477.7417962653197,-14.355990161722623,-22.81833196419681,481.285
46,2024-07-10 14:15:00+0530,2024-07-10 14:20:00+0530,Short,472.55,473.35,-0.8000000000000114,-1.2733500000000113,5 min,ST_Stop,472.55,473.35,473.35,474.45,473.35520116869776,473.95395672986234,27.016158450137766,39.81382588147486,471.49
68,2024-08-16 09:55:00+0530,2024-08-16 10:00:00+0530,Short,488.8,489.25,-0.44999999999998863,-0.9392499999999886,5 min,ST_Stop,488.8,489.25,489.25,489.2,489.43791447978845,490.0596038592791,-17.40923404973069,-14.557454307455577,485.59999999999997
84,2024-09-30 14:20:00+0530,2024-09-30 14:25:00+0530,Short,493.2,493.1,0.0999999999999659,-0.39310000000003414,5 min,ST_Stop,493.2,493.1,493.1,493.5,493.6131768088112,494.6558374761482,3.880168309326965,31.146656095148856,491.55499999999995
88,2024-10-08 09:25:00+0530,2024-10-08 09:30:00+0530,Short,461.75,463.6,-1.8500000000000227,-2.3136000000000223,5 min,SMI_Exit,461.75,463.85,463.6,466.25,463.42280593156767,463.86885485716704,-8.277592153663722,-28.53747385713863,459.785
90,2024-10-08 09:45:00+0530,2024-10-08 09:50:00+0530,Short,462.25,463.3,-1.0500000000000114,-1.5133000000000116,5 min,ST_Stop,462.25,463.3,463.3,466.1,463.33580037072295,463.87871822322614,3.779798712403954,-16.905076302650542,459.785
