Trade_ID,Entry_Date,Exit_Date,Position,Entry_Price,Exit_Price,P/L,Net_P/L,Duration,Exit_Reason,Entry_Candle_Open,Entry_Candle_Close,Exit_Candle_Open,Exit_Candle_Close,EMA_3_Entry,EMA_30_Entry,SMI_K_Entry,SMI_D_Entry,Supertrend_Entry
9,2024-06-04 11:27:00+0530,2024-06-04 11:30:00+0530,Long,1409.75,1408.3,-1.4500000000000455,-2.858300000000045,3 min,ST_Stop,1409.75,1408.4,1408.3,1406.6,1407.0609787325852,1402.76499533904,40.063432440795246,26.104843963343075,1411.1
19,2024-06-28 15:06:00+0530,2024-06-28 15:09:00+0530,Short,1567.55,1565.6,1.9500000000000455,0.3844000000000456,3 min,ST_Stop,1567.55,1565.65,1565.6,1569.4,1567.8714632203573,1571.6696897575819,-1.3749749980354902,5.231064503265671,1565.3649999999998
22,2024-07-05 09:45:00+0530,2024-07-05 09:48:00+0530,Short,1649.35,1651.9,-2.550000000000182,-4.201900000000182,3 min,ST_Stop,1649.35,1652.0,1651.9,1654.15,1652.001856349539,1653.6853662585615,-23.535389671696613,-23.55878982213757,1647.685
23,2024-07-05 15:30:00+0530,2024-07-08 09:15:00+0530,Short,1640.3,1643.1,-2.7999999999999545,-4.443099999999955,3 min,ST_Stop,1640.3,1641.1,1643.1,1640.75,1642.8473512410442,1647.6762864960006,-6.061013506851432,-37.129941774498235,1638.1599999999999
28,2024-07-12 14:42:00+0530,2024-07-12 14:45:00+0530,Long,1716.3,1717.7,1.400000000000091,-0.31769999999990906,3 min,ST_Stop,1716.3,1717.75,1717.7,1714.3,1715.7022258400186,1711.92680649252,52.289485675173275,41.618729091496945,1718.955
34,2024-07-18 10:00:00+0530,2024-07-18 10:03:00+0530,Long,1734.0,1734.85,0.849999999999909,-0.884850000000091,3 min,ST_Stop,1734.0,1734.3,1734.85,1731.55,1732.8610240240832,1729.69437785795,-10.124826142661119,-8.369293717685816,1739.9300000000003
57,2024-09-20 14:27:00+0530,2024-09-20 14:30:00+0530,Short,1883.95,1888.8,-4.849999999999909,-6.738799999999909,3 min,ST_Stop,1883.95,1889.4,1888.8,1889.75,1889.6410684623063,1894.4192757605435,-1.1445864251739382,-4.180222793654418,1880.97
60,2024-09-27 10:33:00+0530,2024-09-27 10:36:00+0530,Long,1937.75,1935.5,-2.25,-4.1855,3 min,ST_Stop,1937.75,1935.0,1935.5,1936.4,1934.4174759520583,1931.5084616199958,-1.5738320340524574,6.271178893517591,1939.325
61,2024-09-27 11:12:00+0530,2024-09-27 11:15:00+0530,Short,1928.45,1933.45,-5.0,-6.933450000000001,3 min,ST_Stop,1928.45,1933.4,1933.45,1929.15,1932.4662252778262,1933.778697007108,-9.638739845859186,3.6725145195519695,1926.365
70,2024-10-11 09:45:00+0530,2024-10-11 09:48:00+0530,Short,1916.6,1924.1,-7.5,-9.4241,3 min,SMI_Exit,1916.6,1924.9,1924.1,1925.2,1922.9957618136718,1925.0514754505791,-1.5199647680284947,-12.007596784350007,1908.5449999999998
97,2024-12-23 09:39:00+0530,2024-12-23 09:42:00+0530,Short,1920.0,1919.95,0.049999999999954525,-1.8699500000000455,3 min,ST_Stop,1920.0,1919.95,1919.95,1921.05,1921.5385366358632,1924.8707045615351,-1.9800025555061036,25.644712752237517,1916.5300000000002
105,2025-01-07 10:18:00+0530,2025-01-07 10:21:00+0530,Long,1951.0,1948.7,-2.2999999999999545,-4.248699999999955,3 min,ST_Stop,1951.0,1948.75,1948.7,1949.8,1948.0306125431698,1944.5088527562027,-7.290398591560105,-9.531135714525728,1952.955
112,2025-01-14 11:24:00+0530,2025-01-14 11:27:00+0530,Short,1949.1,1948.55,0.5499999999999545,-1.3985500000000455,3 min,ST_Stop,1949.1,1948.6,1948.55,1946.8,1949.3732943324235,1952.2877142241814,16.697230394632143,4.859909455776565,1945.9
123,2025-02-03 09:15:00+0530,2025-02-03 09:18:00+0530,Long,1836.0,1844.05,8.049999999999955,6.205949999999955,3 min,ST_Stop,1836.0,1844.2,1844.05,1834.55,1850.5676442736417,1853.528401860464,-25.480158881440396,-38.92762296033994,1866.285
150,2025-04-24 09:18:00+0530,2025-04-24 09:21:00+0530,Short,1470.8,1470.5,0.2999999999999545,-1.1705000000000456,3 min,SMI_Exit,1470.8,1470.5,1470.5,1476.6,1471.817905930538,1474.451091296267,-1.313285879197,-23.665383738738015,1475.8300000000002
